"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1552.90","","","","2"
"2016","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1551.29","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1566.08","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1607.88","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1609.78","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44332073","16.1.8","1398.75","","","","2"
"1998","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","178322","","","","0"
"1999","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","174181","","","","0"
"2000","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","182819","","","","0"
"2001","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","185083","","","","0"
"2002","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","187983","","","","0"
"2003","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","173303","","","","0"
"2004","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","183227","","","","0"
"2005","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","188784","","","","0"
"2006","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","194206","","","","0"
"2007","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","193028","","","","0"
"2008","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","195876","","","","0"
"2009","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","191628","","","","0"
"2010","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","190237","","","","0"
"2011","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","184060","","","","0"
"2012","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","182609","","","","0"
"2013","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","174943","","","","0"
"2014","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","169045","","","","0"
"2015","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","169953","","","","0"
"2016","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","172732","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","177788","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","188279","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","193407","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44383249","16.1.9","172847","","","","0"
"1998","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","2065.00","","","","2"
"1999","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1987.93","","","","2"
"2000","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","2049.83","","","","2"
"2001","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","2032.97","","","","2"
"2002","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","2023.85","","","","2"
"2003","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1834.36","","","","2"
"2004","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1908.40","","","","2"
"2005","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1937.60","","","","2"
"2006","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1965.94","","","","2"
"2007","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1931.23","","","","2"
"2008","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1934.56","","","","2"
"2009","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1869.41","","","","2"
"2010","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1830.27","","","","2"
"2011","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1748.32","","","","2"
"2012","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1711.69","","","","2"
"2013","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1619.85","","","","2"
"2014","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1548.82","","","","2"
"2015","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1544.87","","","","2"
"2016","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1549.28","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1568.22","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1628.10","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1640.48","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1443.87","","","","2"
"1998","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","43302","","","","0"
"1999","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","40838","","","","0"
"2000","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","44863","","","","0"
"2001","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","45909","","","","0"
"2002","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","44436","","","","0"
"2003","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","33895","","","","0"
"2004","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","33943","","","","0"
"2005","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","34226","","","","0"
"2006","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","34096","","","","0"
"2007","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","35510","","","","0"
"2008","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","33747","","","","0"
"2009","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","31775","","","","0"
"2010","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","28606","","","","0"
"2011","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","25792","","","","0"
"2012","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","22616","","","","0"
"2013","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","18263","","","","0"
"2014","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","16227","","","","0"
"2015","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","15467","","","","0"
"2016","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","14889","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","14587","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","12910","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","11741","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","8046","","","","0"
"1998","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","4742.39","","","","2"
"1999","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","4401.99","","","","2"
"2000","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","4760.97","","","","2"
"2001","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","4787.53","","","","2"
"2002","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","4525.12","","","","2"
"2003","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","3395.72","","","","2"
"2004","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","3351.30","","","","2"
"2005","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","3339.48","","","","2"
"2006","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","3301.31","","","","2"
"2007","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","3434.19","","","","2"
"2008","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","3277.02","","","","2"
"2009","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","3110.31","","","","2"
"2010","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","2824.57","","","","2"
"2011","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","2580.79","","","","2"
"2012","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","2306.51","","","","2"
"2013","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1904.42","","","","2"
"2014","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1719.24","","","","2"
"2015","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1646.96","","","","2"
"2016","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1575.02","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1540.45","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1361.35","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1230.53","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","836.96","","","","2"
"1998","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","18987","","","","0"
"1999","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","17720","","","","0"
"2000","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","18253","","","","0"
"2001","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","18108","","","","0"
"2002","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","19292","","","","0"
"2003","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","33084","","","","0"
"2004","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","37175","","","","0"
"2005","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","35666","","","","0"
"2006","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","37740","","","","0"
"2007","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","37524","","","","0"
"2008","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","35554","","","","0"
"2009","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","34856","","","","0"
"2010","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","32634","","","","0"
"2011","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","29736","","","","0"
"2012","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","27571","","","","0"
"2013","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","22184","","","","0"
"2014","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","20596","","","","0"
"2015","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","19988","","","","0"
"2016","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","19043","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","19655","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","16464","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","14132","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","8616","","","","0"
"1998","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2079.44","","","","2"
"1999","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","1910.07","","","","2"
"2000","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","1937.05","","","","2"
"2001","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","1888.36","","","","2"
"2002","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","1964.59","","","","2"
"2003","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","3314.47","","","","2"
"2004","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","3670.41","","","","2"
"2005","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","3479.99","","","","2"
"2006","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","3654.14","","","","2"
"2007","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","3628.97","","","","2"
"2008","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","3452.49","","","","2"
"2009","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","3411.90","","","","2"
"2010","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","3222.30","","","","2"
"2011","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2975.44","","","","2"
"2012","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2811.86","","","","2"
"2013","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2313.29","","","","2"
"2014","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2182.13","","","","2"
"2015","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2128.36","","","","2"
"2016","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2014.45","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2075.65","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","1736.12","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","1481.13","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","896.25","","","","2"


